Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Personal Loan,Credit-Builder Loan,Debt Consolidation Loan,Mortgage Loan,Student Loan,Payday Loan,Auto Loan,Home Equity Loan
April,40.0,Manager,37756.85,3097.31625,4.0,3.0,8.0,0.0,14.0,7.0,11.61,1.0,0.0,1402.48,31.456683194230266,188.0,No,0.0,568.3596163080728,Low_spent_Small_value_payments,334.044059374466,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
July,32.0,Engineer,14828.19,1413.6345911832589,5.0,5.0,17.0,5.0,29.0,15.0,19.21,10.0,1.0,2646.26,25.45595765567552,164.0,Yes,86.73101694608782,54.43081555137358,Low_spent_Large_value_payments,302.1543263192797,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
June,44.0,Teacher,37424.16,3045.6800000000007,7.0,5.0,18.0,3.0,15.0,19.0,11.64,10.0,1.0,1445.81,23.355745916322498,224.0,Yes,90.94863058594032,51.61781313826806,High_spent_Medium_value_payments,412.0015562757917,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
July,29.0,Lawyer,143544.96,12156.08,5.0,7.0,14.0,0.0,28.0,14.0,3.26,4.0,1.0,1434.18,32.42578424776544,189.0,Yes,0.0,265.3158248748877,High_spent_Large_value_payments,334.044059374466,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
April,23.0,Manager,91836.48,7716.04,6.0,7.0,12.0,1.0,22.0,20.0,8.26,3.0,2.0,164.03,36.6346074243497,222.0,No,62.425214562093714,321.64095621094543,Low_spent_Medium_value_payments,667.5378292269609,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
April,43.0,Teacher,67812.74,5821.061666666667,3.0,3.0,8.0,3.0,6.0,-1.0,6.32,3.0,2.0,1321.8,37.85604379166393,317.0,No,0.0,240.33166278604224,Low_spent_Small_value_payments,631.7745038806246,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
January,21.0,Manager,99384.72,8236.06,4.0,6.0,10.0,4.0,5.0,14.0,9.61,1.0,1.0,199.26,26.58594693955175,238.0,No,249.34599091177964,90.29513582043171,High_spent_Medium_value_payments,733.9648732677887,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
July,30.0,Developer,68790.22,5872.5183333333325,3.0,5.0,6.0,3.0,2.0,11.0,6.380000000000001,3.0,2.0,399.79,38.474437959175326,326.0,No,163.4102564532229,133.72800399760985,High_spent_Large_value_payments,574.1472862098608,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
March,36.0,Mechanic,89122.38,7241.865000000002,3.0,4.0,14.0,5.0,6.0,8.0,24.64,8.0,1.0,281.84,35.76384700800414,100.0,Yes,266.0838268726387,141.2431927754082,High_spent_Medium_value_payments,566.8594803519533,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
May,38.0,Manager,9958.505,508.5729166666666,10.0,10.0,28.0,3.0,41.0,8.0,6.76,14.0,0.0,1953.1,32.43019796999873,104.0,No,15.118451674131654,27.384028344502116,Low_spent_Small_value_payments,300.6850616480329,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
August,32.0,Doctor,18514.92,1660.91,9.0,5.0,18.0,6.0,29.0,13.0,15.3,16.0,0.0,2866.5,39.45018203323799,128.0,Yes,49.670253670760346,160.51706572871169,Low_spent_Small_value_payments,245.903680600528,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
March,46.0,Musician,77923.0,6306.583333333332,1.0,6.0,6.0,3.0,13.0,9.0,6.68,1.0,2.0,1101.45,33.385522042616515,236.0,No,112.73114183472052,159.108669858348,High_spent_Medium_value_payments,608.8185216402647,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
April,37.0,Lawyer,8058.875,508.5729166666666,9.0,10.0,30.0,4.0,52.0,16.0,15.7,10.0,0.0,1266.82,28.614412871981692,120.0,Yes,25.12994947522796,32.69156182625963,Low_spent_Medium_value_payments,273.0357803651791,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
January,27.0,Mechanic,55229.64,4833.47,5.0,4.0,5.0,4.0,25.0,14.0,7.42,4.0,1.0,590.3,37.035481466001656,349.0,No,124.49582672277086,97.87323851474581,High_spent_Large_value_payments,500.97793476248336,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
April,51.0,Musician,138142.16,11719.846666666665,0.0,5.0,2.0,4.0,3.0,1.0,5.94,3.0,2.0,174.79,26.07593723037088,208.0,No,345.74156903869425,296.4892133618207,Low_spent_Large_value_payments,334.044059374466,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
August,33.0,Media_Manager,113637.69,9620.8075,4.0,6.0,4.0,2.0,0.0,10.0,7.27,0.0,2.0,23.94,26.686651187113533,365.0,No,139.97007583212422,133.72800399760985,Low_spent_Large_value_payments,381.799655195246,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
June,21.0,Scientist,14957.97,986.4975,10.0,5.0,18.0,5.0,27.0,22.0,6.4,9.0,0.0,1765.9,32.06480380900518,236.0,Yes,53.28419215305007,114.85651993181541,Low_spent_Small_value_payments,220.5090379151345,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
March,37.0,Writer,14025.885,876.82375,4.0,5.0,6.0,4.0,28.0,15.0,3.47,4.0,1.0,447.92,37.04049028356815,387.0,No,38.25482199653868,48.74069309930569,High_spent_Small_value_payments,260.6868599041556,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
February,15.0,Mechanic,41391.06,3358.255,7.0,4.0,10.0,0.0,30.0,11.0,10.4,8.0,1.0,759.29,35.38324454835927,137.0,Yes,0.0,177.752374593651,High_spent_Small_value_payments,418.07312540634894,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
January,41.0,Architect,89705.92,7678.493333333333,6.0,4.0,16.0,4.0,16.0,10.0,8.34,4.0,1.0,434.95,41.09333545139128,319.0,No,269.36753849045755,162.3559865788273,High_spent_Large_value_payments,576.1258082640485,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
April,25.0,Media_Manager,126464.01,10420.6675,5.0,5.0,6.0,2.0,9.0,7.0,7.1,4.0,2.0,688.1,28.53194620577069,286.0,No,170.30038473139228,427.91650670040457,High_spent_Medium_value_payments,693.849858568203,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
February,38.0,Engineer,17212.35,1271.3625,8.0,9.0,26.0,2.0,18.0,18.0,13.44,12.0,0.0,2427.44,33.372551914587085,137.0,Yes,15.953524166759104,121.76366952271087,Low_spent_Small_value_payments,279.41905631053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
August,39.0,Engineer,37756.85,3076.995833333333,3.0,5.0,19.0,4.0,16.0,13.0,11.23,2.0,1.0,1390.77,32.15187828093586,275.0,No,111.91060457282668,246.085177671642,Low_spent_Large_value_payments,219.70380108886462,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
February,52.0,Musician,134282.84,1536.418333333333,8.0,7.0,19.0,2.0,20.0,17.0,11.58,3.0,1.0,551.46,38.563940663347466,275.0,No,131.58405538455835,280.1246224548645,High_spent_Large_value_payments,334.044059374466,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
August,37.0,Entrepreneur,16685.02,1536.418333333333,9.0,6.0,22.0,5.0,18.0,17.0,7.17,10.0,0.0,2298.18,25.66039080826921,122.0,No,35.188053001297945,161.56221609326045,Low_spent_Small_value_payments,246.89156423877492,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
August,24.0,Manager,88346.48,1536.418333333333,4.0,3.0,18.0,1.0,12.0,13.0,18.31,0.0,1.0,1392.71,35.7036288892192,276.0,Yes,46.65991382298007,133.72800399760985,Low_spent_Medium_value_payments,296.3153885227469,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
March,22.0,Mechanic,134393.73,10944.4775,1.0,3.0,12.0,2.0,13.0,2.0,11.49,1.0,2.0,945.29,30.41908697784418,303.0,No,136.0306304787093,362.4278118316009,High_spent_Medium_value_payments,334.044059374466,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
April,21.0,Engineer,49596.42,4334.035,6.0,9.0,24.0,7.0,21.0,17.0,24.37,9.0,0.0,3254.22,36.20386551708825,276.0,Yes,193.8386650696644,79.61277319551638,High_spent_Large_value_payments,399.9520617348192,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
May,48.0,Entrepreneur,38458.71,3116.8925,0.0,3.0,8.0,0.0,6.0,0.0,9.77,1.0,0.0,855.44,33.7763918736758,109.0,No,0.0,118.51769045504804,High_spent_Medium_value_payments,443.171559544952,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
February,51.0,Teacher,39057.08,3502.7566666666667,0.0,5.0,10.0,4.0,9.0,2.0,4.99,4.0,2.0,359.21,27.16821301459796,398.0,No,108.119675213198,111.19581787448514,High_spent_Medium_value_payments,380.96017357898353,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
March,14.0,Musician,48151.86,4098.655000000002,4.0,5.0,20.0,4.0,26.0,11.0,14.94,6.0,1.0,2083.32,28.706318298086572,208.0,Yes,80.82314160569385,173.74287638801522,High_spent_Small_value_payments,415.299482006291,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
January,14.0,Accountant,20256.39,1971.0325,8.0,6.0,21.0,7.0,52.0,19.0,14.89,10.0,0.0,1803.77,33.03536885892698,109.0,Yes,70.63605834281462,71.77495114076956,High_spent_Small_value_payments,314.69224051641584,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
July,31.0,Architect,67978.8,5803.9000000000015,9.0,5.0,27.0,9.0,39.0,18.0,22.41,11.0,0.0,1178.69,37.744391337969226,109.0,Yes,301.99215598439304,165.32617158468858,Low_spent_Small_value_payments,334.044059374466,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
March,33.0,Lawyer,32125.54,2559.1283333333336,7.0,9.0,23.0,3.0,11.0,16.0,1.0700000000000005,8.0,1.0,2557.14,36.14623480560138,72.0,Yes,59.33092218404161,181.308777692521,Low_spent_Small_value_payments,305.2731334567707,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
April,34.0,Developer,16112.185,2559.1283333333336,3.0,5.0,19.0,1.0,28.0,19.0,10.66,5.0,1.0,308.39,23.622252779015227,397.0,Yes,11.92898539108604,122.7815189801232,Low_spent_Small_value_payments,288.4577039621241,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
April,42.0,Media_Manager,59597.84,5173.486666666667,7.0,5.0,32.0,9.0,18.0,14.0,9.38,11.0,0.0,3111.29,36.4506568387825,13.0,Yes,69.46323081444827,111.38387302350851,High_spent_Large_value_payments,278.38551368209323,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
January,44.0,Engineer,27318.32,2158.526666666666,6.0,4.0,7.0,3.0,11.0,8.0,12.45,6.0,1.0,1370.22,35.58835779971896,397.0,No,60.32390941537293,64.80964383038365,High_spent_Small_value_payments,350.7191134209101,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
April,14.0,Lawyer,15301.19,1484.0991666666666,8.0,6.0,30.0,3.0,5.0,15.0,4.26,14.0,1.0,2527.22,30.73872599068729,100.0,Yes,30.488863311308197,105.15277527004363,Low_spent_Small_value_payments,292.7682780853148,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
May,33.0,Accountant,26196.39,2139.0325,7.0,6.0,11.0,3.0,25.0,13.0,16.97,3.0,1.0,505.37,26.10075885269161,357.0,Yes,48.53365137595449,146.13232929341416,Low_spent_Medium_value_payments,299.2372693306313,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
January,34.0,Entrepreneur,16245.125,1080.7604166666667,3.0,5.0,6.0,0.0,11.0,-1.0,2.79,3.0,2.0,744.47,37.06539920110271,337.0,No,0.0,133.72800399760985,Low_spent_Medium_value_payments,336.77481561099637,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
August,25.0,Scientist,16822.58,1584.881666666667,9.0,6.0,15.0,3.0,28.0,26.0,12.03,12.0,0.0,2553.1,25.530503764031568,230.0,Yes,25.56347651930609,61.1067013044866,Low_spent_Small_value_payments,361.817988842874,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
May,40.0,Writer,110018.94,8903.245,4.0,2.0,9.0,0.0,8.0,1.0,9.42,4.0,2.0,430.64,40.34113193462722,276.0,No,69.46323081444827,133.72800399760985,Low_spent_Medium_value_payments,510.2501421631823,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
June,40.0,Writer,20081.52,1454.46,6.0,6.0,22.0,2.0,26.0,15.0,11.11,12.0,0.0,2468.95,40.41556740651773,218.0,Yes,30.870010876289548,115.18812493090005,Low_spent_Small_value_payments,289.38786419281035,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
January,39.0,Mechanic,32749.15,2601.0958333333333,0.0,2.0,3.0,4.0,0.0,14.0,6.46,3.0,2.0,98.55,28.30040416987432,268.0,No,105.36201902022256,27.781927848308737,High_spent_Large_value_payments,366.965636464802,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
April,47.0,Doctor,35171.34,2865.945,1.0,3.0,3.0,0.0,16.0,8.0,0.75,0.0,2.0,754.93,31.106319681663656,370.0,No,0.0,34.40634367422721,High_spent_Medium_value_payments,502.1881563257728,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
June,36.0,Writer,14787.01,1524.250833333333,7.0,7.0,33.0,5.0,40.0,16.0,9.38,11.0,0.0,2975.16,33.701719362821905,64.0,Yes,48.33910161048432,98.55751749033442,High_spent_Medium_value_payments,319.6754706177101,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
March,45.0,Media_Manager,20813.98,1484.4983333333332,3.0,7.0,12.0,7.0,13.0,12.0,12.66,5.0,1.0,720.08,26.387760977513064,211.0,No,83.33123676627393,116.88410821550741,Low_spent_Medium_value_payments,228.23448835155202,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
January,16.0,Entrepreneur,15312.52,1484.4983333333332,7.0,10.0,32.0,2.0,55.0,9.0,19.06,6.0,1.0,2290.91,29.194843177512297,116.0,Yes,13.564921078240276,59.385203777286605,Low_spent_Small_value_payments,319.15420847780643,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
June,19.0,Developer,31408.15,2609.3458333333333,5.0,3.0,18.0,2.0,6.0,19.0,24.13,12.0,1.0,1408.66,34.811355195512384,249.0,No,30.79188323930164,37.1340110549891,High_spent_Large_value_payments,433.00868903904257,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
April,31.0,Scientist,42122.43,3451.2025,7.0,10.0,15.0,4.0,50.0,18.0,19.3,6.0,1.0,2589.31,35.88293819486125,164.0,Yes,114.88713289699776,161.91765616738687,High_spent_Small_value_payments,328.31546093561536,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
August,28.0,Musician,112743.08,9463.256666666666,3.0,6.0,2.0,3.0,4.0,3.0,4.37,4.0,2.0,782.51,31.8154798637918,198.0,No,235.7798989501266,133.72800399760985,High_spent_Small_value_payments,381.43695208804843,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
March,25.0,Lawyer,31174.8,2883.9,6.0,3.0,14.0,1.0,19.0,9.0,10.85,8.0,1.0,1286.96,27.986480743781115,324.0,Yes,19.65186289096036,181.34413953702906,Low_spent_Small_value_payments,377.3939975720107,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
August,22.0,Writer,9446.245,995.1870833333336,6.0,7.0,9.0,7.0,23.0,15.0,9.07,8.0,1.0,1689.51,36.44839405708184,234.0,No,38.22067168137588,39.68429156526153,Low_spent_Medium_value_payments,301.61374508669587,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
March,25.0,Teacher,17510.655,1214.2212499999996,5.0,7.0,19.0,0.0,18.0,10.0,5.6,6.0,1.0,1215.11,26.64467353577622,268.0,No,0.0,133.72800399760985,Low_spent_Small_value_payments,323.34592464748687,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
January,34.0,Musician,60788.82,4851.735,8.0,7.0,14.0,0.0,26.0,10.0,0.96,4.0,1.0,1463.41,39.856273241987736,200.0,No,0.0,60.29639501859108,High_spent_Large_value_payments,664.8771049814088,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
May,14.0,Lawyer,18885.93,1591.8275,9.0,7.0,22.0,2.0,21.0,10.0,7.55,8.0,1.0,1383.42,23.747601067498262,117.0,Yes,29.604560590172376,109.31484220540851,Low_spent_Large_value_payments,290.2633472044191,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
July,44.0,Mechanic,14535.305,1376.2754166666666,8.0,6.0,9.0,4.0,10.0,15.0,8.79,4.0,1.0,413.84,38.3544796900796,275.0,No,35.424390715575576,43.532549702658116,Low_spent_Medium_value_payments,338.67060124843294,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
January,20.0,Manager,33335.24,3059.936666666666,1.0,6.0,8.0,1.0,-2.0,7.0,4.07,4.0,2.0,1226.23,30.98273420726421,254.0,No,21.53854806279936,88.1198722293235,Low_spent_Medium_value_payments,476.33524637454383,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
January,27.0,Lawyer,7534.185,708.355,8.0,7.0,25.0,5.0,18.0,16.0,7.65,11.0,0.0,2391.27,28.673355742517764,231.0,Yes,17.492476937240518,51.56896556934321,Low_spent_Small_value_payments,310.22343249341617,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
July,21.0,Developer,29937.85,2605.820833333333,0.0,1.0,2.0,1.0,8.0,5.0,2.05,6.0,2.0,720.68,27.34533308755525,275.0,No,20.7794132937915,145.4366390719579,Low_spent_Large_value_payments,364.36603096758387,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
July,36.0,Scientist,19129.26,1858.105,4.0,3.0,11.0,0.0,22.0,12.0,2.05,7.0,2.0,421.66,38.1654693171209,191.0,No,0.0,175.9433199677755,Low_spent_Medium_value_payments,289.8671800322245,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
May,33.0,Manager,94609.02,7861.085,7.0,7.0,7.0,1.0,17.0,9.0,15.07,6.0,1.0,707.52,32.56896695661918,351.0,No,52.85799615962658,434.95069015686437,High_spent_Small_value_payments,558.299813683509,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
July,36.0,Writer,18125.81,1545.4841666666669,10.0,9.0,21.0,6.0,47.0,22.0,5.36,15.0,0.0,1785.84,38.54615033890765,160.0,Yes,85.54991446382681,99.86578463914834,High_spent_Small_value_payments,229.13271756369156,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
July,41.0,Developer,56195.04,4901.92,9.0,5.0,17.0,8.0,34.0,17.0,8.78,16.0,0.0,1450.16,28.92617077007409,185.0,Yes,210.6412024624121,329.3244089267171,Low_spent_Small_value_payments,240.22638861087074,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
July,31.0,Media_Manager,16241.52,1548.46,9.0,9.0,23.0,6.0,16.0,21.0,15.17,8.0,0.0,2410.41,35.07578874822367,79.0,Yes,71.8909206846593,87.82060642692919,High_spent_Small_value_payments,242.0455012239428,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
August,36.0,Lawyer,72849.56,6118.796666666666,3.0,3.0,12.0,6.0,26.0,20.0,15.07,9.0,1.0,965.85,27.949028325940382,107.0,Yes,230.4748559348489,373.9437855457405,Low_spent_Medium_value_payments,287.4610251860772,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
March,14.0,Media_Manager,79237.8,6872.1500000000015,8.0,7.0,27.0,9.0,35.0,23.0,20.55,13.0,0.0,1178.69,30.36534552419171,128.0,Yes,317.99197271202183,202.10967209106815,Low_spent_Small_value_payments,417.11335519691016,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
August,33.0,Media_Manager,33949.42,3102.1183333333333,5.0,6.0,5.0,2.0,7.0,17.0,3.15,3.0,1.0,385.92,28.29806207407017,239.0,No,44.4612790237676,56.94254747033782,High_spent_Small_value_payments,468.8080068392279,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
February,54.0,Teacher,26175.52,1985.293333333333,8.0,6.0,6.0,2.0,14.0,11.0,4.32,0.0,2.0,359.67,41.34667734056764,299.0,No,26.83928438300353,146.8097689539508,Low_spent_Large_value_payments,294.88027999637904,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,37.0,Manager,28360.5,2086.375,8.0,5.0,14.0,3.0,12.0,19.0,11.26,4.0,1.0,2404.64,32.694418528173514,167.0,Yes,45.17032541030501,227.55401716394826,Low_spent_Small_value_payments,225.91315742574682,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,45.0,Entrepreneur,32348.4,2966.7000000000007,5.0,7.0,7.0,0.0,28.0,21.0,1.66,2.0,2.0,1416.25,29.535853961631087,385.0,No,0.0,144.34104746709932,High_spent_Small_value_payments,412.3289525329007,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
August,21.0,Media_Manager,19796.08,1357.6733333333334,7.0,10.0,21.0,7.0,29.0,11.0,16.47,7.0,1.0,2399.46,35.962257339396515,117.0,Yes,68.07298093762256,99.25658594944841,Low_spent_Small_value_payments,258.43776644626234,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
June,29.0,Scientist,69082.12,5567.843333333332,3.0,3.0,33.0,3.0,11.0,13.0,16.08,6.0,1.0,1467.48,34.04896570226972,134.0,Yes,119.4617547662783,193.85379338269038,High_spent_Small_value_payments,503.4687851843648,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
June,26.0,Writer,45230.85000000001,3471.237500000001,7.0,7.0,26.0,6.0,16.0,15.0,10.23,10.0,1.0,1712.99,32.13015195985177,100.0,Yes,212.673007399911,108.01191409076316,High_spent_Medium_value_payments,276.4388285093259,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
July,19.0,Accountant,8934.615,617.55125,8.0,9.0,18.0,7.0,17.0,14.0,22.52,12.0,1.0,3991.35,23.34351153296621,135.0,Yes,36.42992635311951,53.02731255737817,Low_spent_Small_value_payments,262.2978860895024,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
May,47.0,Media_Manager,106695.48,7810.766878898677,3.0,5.0,5.0,2.0,15.0,13.0,4.18,3.0,2.0,715.37,24.503643917957987,380.0,No,69.46323081444827,466.8388061578276,Low_spent_Small_value_payments,575.1881398262801,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
August,18.0,Musician,57377.16,4651.43,9.0,5.0,34.0,6.0,41.0,14.0,8.56,8.0,2.0,1872.78,38.71734851137335,81.0,No,284.1447939019351,52.257783523912,High_spent_Large_value_payments,368.740422574153,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
January,33.0,Media_Manager,98175.72,7729.695180977182,5.0,6.0,12.0,2.0,21.0,17.0,17.78,8.0,1.0,439.88,25.766349812048787,201.0,Yes,135.05221908178655,159.58556178413832,High_spent_Large_value_payments,334.044059374466,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
February,40.0,Musician,44812.78,3770.398333333333,3.0,6.0,12.0,0.0,10.0,18.0,3.57,0.0,2.0,628.32,30.645916564148266,368.0,No,0.0,349.4514925767375,Low_spent_Small_value_payments,317.5883407565958,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
March,36.0,Journalist,57074.58,4679.215,7.0,9.0,15.0,3.0,19.0,25.0,1.79,8.0,0.0,2554.42,33.75111601785037,90.0,Yes,109.1532272852117,328.46423654227937,Low_spent_Large_value_payments,300.3040361725091,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
January,16.0,Mechanic,16454.75,1106.2291666666667,9.0,6.0,28.0,7.0,22.0,23.0,17.47,9.0,0.0,1178.69,39.34748658551936,118.0,Yes,50.99934527885296,102.36222734078932,Low_spent_Medium_value_payments,237.2613440470244,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
May,27.0,Musician,8501.93,745.4941666666667,10.0,5.0,32.0,5.0,44.0,23.0,17.14,11.0,0.0,3926.49,24.85267173724916,69.0,No,18.29494792177916,48.144928497403114,Low_spent_Small_value_payments,298.10954024748435,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
May,33.0,Musician,17553.22,1343.7683333333334,9.0,5.0,22.0,2.0,22.0,17.0,9.45,6.0,0.0,2228.97,34.13239581627547,135.0,No,21.07132939836552,89.10177725273098,Low_spent_Medium_value_payments,304.20372668223683,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
June,23.0,Lawyer,70383.0,6119.25,9.0,5.0,26.0,7.0,18.0,14.0,26.82,17.0,0.0,1178.69,40.36472816862733,162.0,Yes,254.79779681814517,327.0824006943817,Low_spent_Large_value_payments,300.04480248747325,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
July,41.0,Mechanic,147510.76,1771.690833333333,3.0,7.0,8.0,0.0,23.0,1.0,-2.03,3.0,2.0,1461.38,36.07175834605172,197.0,No,0.0,133.72800399760985,Low_spent_Medium_value_payments,608.1218028923813,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
July,35.0,Developer,80364.48,6119.25,7.0,10.0,15.0,3.0,18.0,10.0,13.31,10.0,1.0,1862.22,42.7366036114738,162.0,Yes,72.59131204373854,43.575061870348186,High_spent_Large_value_payments,334.044059374466,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
March,50.0,Engineer,148786.04,2665.4875,4.0,4.0,4.0,3.0,11.0,12.0,6.71,2.0,2.0,399.45,34.3435697657563,287.0,No,237.4135108898016,296.09561601427305,High_spent_Large_value_payments,334.044059374466,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
April,37.0,Media_Manager,29357.85,2665.4875,5.0,4.0,17.0,3.0,19.0,17.0,11.09,4.0,1.0,848.04,29.538240713230547,86.0,Yes,45.65052113455737,36.24831091396275,High_spent_Large_value_payments,424.6499179514798,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
June,25.0,Scientist,68267.04,5531.094715382072,7.0,7.0,32.0,2.0,18.0,15.0,16.0,12.0,1.0,2357.03,27.79728216021193,133.0,Yes,316.7432761786178,224.3084756126495,Low_spent_Medium_value_payments,553.6655328266602,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
January,26.0,Entrepreneur,61922.67,5090.2225,10.0,6.0,34.0,5.0,21.0,19.0,7.28,10.0,0.0,2270.42,30.766723317002807,122.0,No,182.8639737590828,167.48542219818822,Low_spent_Large_value_payments,428.67285404272906,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
April,43.0,Mechanic,57030.99000000001,4986.5825,7.0,3.0,15.0,2.0,14.0,17.0,9.88,6.0,1.0,2522.86,37.876298819974735,205.0,Yes,69.8582895582342,337.2604056758911,Low_spent_Large_value_payments,361.5395547658748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
